Timestamp,ElbowFlex,ShoulderFlex1,ShoulderFlex2,ShoulderFlex3,ForearmFlex,HandFlex1,HandFlex2,Gripper
519.104562998109,0.01,0.01,0.02,0.03,0.04,0.05,0.06
9.880782003165223,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.93214400135912,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.024308003485203,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.936798998969607,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.051621002494358,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.921428996894974,0.01,0.01,0.02,0.03,0.04,0.05,0.06
30.041108999284916,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.118189000640996,0.01,0.01,0.02,0.03,0.04,0.05,0.06
9.901475998049136,0.0,0.01,0.02,0.03,0.04,0.05,0.06
31.061604000569787,0.01,0.01,0.02,0.03,0.04,0.05,0.06
18.984543996339198,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.979925998777617,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.01874900452094,0.0,0.01,0.02,0.03,0.04,0.05,0.06
30.066879000514746,0.01,0.01,0.02,0.03,0.04,0.05,0.06
9.871533002296928,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.97940500243567,0.01,0.01,0.02,0.03,0.04,0.05,0.06
28.99189400341129,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.004083002277184,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.00241100176936,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.950944004231133,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.999807002022862,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.086225995328277,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.948688001022674,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.998616000520997,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.95559399802005,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.01617600035388,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.039476003148593,0.0,0.01,0.02,0.03,0.04,0.05,0.06
29.94406299694674,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.08402800129261,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.915115995681845,0.01,0.01,0.02,0.03,0.04,0.05,0.06
30.043049999221694,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.942687996954191,0.01,0.01,0.02,0.03,0.04,0.05,0.06
29.978452999785077,0.0,0.01,0.02,0.03,0.04,0.05,0.06
10.06531000166433,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.992830995761324,0.0,0.01,0.02,0.03,0.04,0.05,0.06
29.986836001626216,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.954374998633284,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.983463001844939,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.052883999596816,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.023994002258405,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.002897996164393,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.027910999488086,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.982457997684833,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.97190400288673,0.01,0.01,0.02,0.03,0.04,0.05,0.06
30.033078000997193,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.91991600516485,0.01,0.01,0.02,0.03,0.04,0.05,0.06
10.02053700358374,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.9847020014422,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.032066004001535,0.0,0.01,0.02,0.03,0.04,0.05,0.06
30.011517999810167,0.01,0.01,0.02,0.03,0.04,0.05,0.06
10.023528993770014,0.0,0.01,0.02,0.03,0.04,0.05,0.06
31.67523300362518,0.01,0.01,0.02,0.03,0.04,0.05,0.06
8.208617997297551,0.0,0.01,0.02,0.03,0.04,0.05,0.06
30.015436001121998,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.066665005288087,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.945188998244703,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.040079005411826,0.0,0.01,0.02,0.03,0.04,0.05,0.06
29.897034997702576,0.01,0.01,0.02,0.03,0.04,0.05,0.06
10.07557900447864,0.0,0.01,0.02,0.03,0.04,0.05,0.06
30.026608001207933,0.01,0.01,0.02,0.03,0.04,0.05,0.06
9.87553199956892,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.111649995669723,0.01,0.01,0.02,0.03,0.04,0.05,0.06
20.034717999806162,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.9577989988029,0.01,0.01,0.02,0.03,0.04,0.05,0.06
30.03197500220267,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.827277004660573,0.01,0.01,0.02,0.03,0.04,0.05,0.06
30.125205994409043,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.86420100001851,0.01,0.01,0.02,0.03,0.04,0.05,0.06
10.059072003059555,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.03832299669739,0.01,0.01,0.02,0.03,0.04,0.05,0.06
29.997858000569977,0.0,0.01,0.02,0.03,0.04,0.05,0.06
10.054216996650212,0.01,0.01,0.02,0.03,0.04,0.05,0.06
19.951952999690548,0.0,0.01,0.02,0.03,0.04,0.05,0.06
19.958368000516202,0.01,0.01,0.02,0.03,0.04,0.05,0.06
30.119798000669107,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.928731997206341,0.01,0.01,0.02,0.03,0.04,0.05,0.06
29.983968001033645,0.0,0.01,0.02,0.03,0.04,0.05,0.06
9.993797000788618,0.01,0.01,0.02,0.03,0.04,0.05,0.06
29.977418002090417,0.0,0.01,0.02,0.03,0.04,0.05,0.06
10.03083199611865,0.01,0.01,0.02,0.03,0.04,0.05,0.06
29.980878993228544,0.0,0.01,0.02,0.03,0.04,0.05,0.06
20.021525997435674,0.01,0.01,0.02,0.03,0.04,0.05,0.06
10.054878999653738,0.0,0.01,0.02,0.03,0.04,0.05,0.06
