Timestamp,ElbowFlex,ShoulderFlex1,ShoulderFlex2,ShoulderFlex3,ForearmFlex,HandFlex1,HandFlex2,Gripper
849.6706179976172,-43.22,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
9.828795999055728,-43.22,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
20.064969001396094,-43.22,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
20.10128099936992,-43.74,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
0.32661300065228716,-43.74,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
19.5107569998072,-43.06,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
0.19987699852208607,-43.06,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
19.920190003176685,-43.7,47.27,22.15,-100.83,-117.46,29.65,-57.58,14.48
0.19855899881804362,-43.7,47.27,22.15,-100.83,-117.46,30.18,-57.58,14.48
19.609120001405245,-43.7,47.27,22.15,-100.83,-117.46,30.18,-57.58,14.48
0.1722410015645437,-43.7,47.27,22.15,-100.83,-117.46,30.18,-57.58,14.48
19.863051998981973,-43.7,47.27,22.15,-100.83,-117.46,30.18,-57.58,14.48
0.3455580008449033,-43.7,47.27,22.15,-100.83,-117.46,30.18,-57.06,14.48
9.731327001645695,-43.7,47.27,22.15,-100.83,-117.46,29.66,-57.06,14.48
0.2070360023935791,-43.7,47.27,22.15,-100.83,-117.46,29.66,-57.06,14.48
19.693122998432955,-43.7,47.27,22.15,-100.31,-117.46,29.66,-57.65,14.48
20.000466000055894,-43.7,47.27,22.15,-100.31,-117.46,29.66,-57.65,14.48
0.26510399766266346,-43.7,47.27,22.15,-100.31,-117.46,29.66,-57.65,14.48
9.766458999365568,-43.7,47.27,22.15,-100.31,-117.46,29.66,-57.65,14.48
9.943240002030507,-43.7,47.27,22.15,-100.86,-117.46,29.66,-57.65,14.48
0.2941589991678484,-43.7,47.27,22.15,-100.86,-117.46,29.66,-57.65,14.48
19.711839999217773,-43.7,47.27,22.15,-100.86,-117.46,29.66,-57.65,14.48
9.912189001624938,-43.7,47.27,22.15,-100.86,-117.46,29.66,-57.65,14.48
0.31246200160239823,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
9.80858600087231,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
9.958113001630409,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
20.002394998300588,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
9.956433998013381,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
20.04424099868629,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
0.2313090008101426,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
21.750310999777867,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.65,14.48
0.3575000009732321,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,14.48
17.76611400055117,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,14.48
0.2624359985929914,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,14.48
9.585558997059707,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,14.48
0.19956599862780422,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,14.48
19.794369000010192,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,12.11
20.142966001003515,-43.7,47.27,22.71,-100.86,-117.46,29.66,-57.14,8.71
