"[array([ 0.05437735, -0.2091276 , -0.28510293]), array([-0.99113025,  0.02440633,  0.13063367])]"
"[array([ 0.06491155, -0.21190572, -0.27963845]), array([-9.86675314e-01, -9.52351562e-05,  1.62701613e-01])]"
"[array([ 0.0609671 , -0.21037352, -0.27722152]), array([-0.91548991, -0.09660975,  0.39056981])]"
"[array([ 0.05374611, -0.20953184, -0.28058846]), array([-0.86676402, -0.10725366,  0.48704906])]"
"[array([ 0.05459932, -0.20763624, -0.27364272]), array([-0.87748627,  0.02638751,  0.4788753 ])]"
"[array([ 0.05334462, -0.2028873 , -0.27260648]), array([-0.81944327, -0.01031929,  0.5730674 ])]"
"[array([ 0.04833084, -0.19482797, -0.27160075]), array([-0.78829644,  0.01588314,  0.6150906 ])]"
"[array([ 0.048484  , -0.19381899, -0.27736282]), array([-0.79850834, -0.00116434,  0.60198263])]"
"[array([ 0.05251517, -0.18920547, -0.27950129]), array([-0.75902918, -0.01303128,  0.65092618])]"
"[array([ 0.05429263, -0.18934119, -0.27939026]), array([-0.69743799, -0.03341626,  0.71586563])]"
"[array([ 0.05664091, -0.18547249, -0.27392904]), array([-0.6598331 , -0.03210846,  0.75072587])]"
"[array([ 0.05705149, -0.1881665 , -0.27502647]), array([-0.65187361, -0.03393465,  0.75756798])]"
"[array([ 0.05141437, -0.18983597, -0.27521645]), array([-0.65347798, -0.0282349 ,  0.75641874])]"
"[array([ 0.05222726, -0.18969688, -0.27178148]), array([-0.63244513, -0.01760405,  0.7744051 ])]"
"[array([ 0.05612421, -0.1911436 , -0.27840555]), array([-0.60524275, -0.04629281,  0.79469377])]"
"[array([ 0.05987135, -0.18938017, -0.27504858]), array([-0.59180219, -0.05394522,  0.80427613])]"
"[array([ 0.06139976, -0.1899015 , -0.27858306]), array([-0.53721   , -0.03241265,  0.84282551])]"
"[array([ 0.07036512, -0.18949166, -0.28242061]), array([-0.47661088, -0.06317763,  0.87684129])]"
"[array([ 0.07312834, -0.18898603, -0.28175802]), array([-0.45887799, -0.10254559,  0.88256183])]"
"[array([ 0.07724639, -0.18948179, -0.28099146]), array([-0.46282638, -0.11239786,  0.8792943 ])]"
"[array([ 0.07932074, -0.19012842, -0.27860404]), array([-0.46600079, -0.10447119,  0.87859492])]"
"[array([ 0.07961704, -0.18972182, -0.28180032]), array([-0.45190273, -0.109308  ,  0.88534495])]"
"[array([ 0.08042631, -0.18979403, -0.28101742]), array([-0.44796291, -0.11133096,  0.88709337])]"
"[array([ 0.0787464 , -0.19420749, -0.26979551]), array([-0.43609342, -0.11468591,  0.89256354])]"
"[array([ 0.0791105 , -0.19657484, -0.27019172]), array([-0.46678598, -0.10639906,  0.87794652])]"
"[array([ 0.08023813, -0.20541236, -0.27892521]), array([-0.45784528, -0.09819652,  0.88359218])]"
"[array([ 0.08340666, -0.20533928, -0.2784863 ]), array([-0.45708952, -0.09641661,  0.88417928])]"
"[array([ 0.08493873, -0.20718354, -0.27500442]), array([-0.45738816, -0.10337735,  0.8832379 ])]"
"[array([ 0.08398373, -0.2066001 , -0.26933895]), array([-0.45351088, -0.1113427 ,  0.88426844])]"
"[array([ 0.08582791, -0.20575476, -0.27057835]), array([-0.47108526, -0.0969112 ,  0.87674791])]"
"[array([ 0.08748703, -0.20540759, -0.28262761]), array([-0.46653329, -0.07590022,  0.88124108])]"
"[array([ 0.08735034, -0.20506224, -0.28668138]), array([-0.4580292 , -0.0864328 ,  0.88472517])]"
"[array([ 0.08614389, -0.20235482, -0.28219078]), array([-0.46904311, -0.08489608,  0.87908545])]"
"[array([ 0.08318234, -0.2027002 , -0.29121587]), array([-0.46386239, -0.07081458,  0.88307247])]"
"[array([ 0.08661427, -0.20095122, -0.28867925]), array([-0.49170307, -0.07874425,  0.86719516])]"
"[array([ 0.08535881, -0.19460526, -0.29006132]), array([-0.53464788, -0.08410409,  0.84087939])]"
"[array([ 0.08378017, -0.19499671, -0.29248293]), array([-0.58246217, -0.05032679,  0.81129836])]"
"[array([ 0.07814391, -0.19914442, -0.29211781]), array([-0.66399279, -0.00527191,  0.74772039])]"
"[array([ 0.0642295 , -0.19805744, -0.29430293]), array([-0.80203298, -0.07986879,  0.59191559])]"
"[array([ 0.06062723, -0.19855186, -0.28778865]), array([-0.95582026, -0.18720972,  0.22662777])]"
"[array([ 0.04015354, -0.20174968, -0.29122047]), array([-0.82543817,  0.05482788, -0.56182358])]"
"[array([ 0.03334436, -0.19888648, -0.28968611]), array([-0.98584278,  0.02813246, -0.16529542])]"
"[array([ 0.01361135, -0.19304404, -0.27116407]), array([-0.49052546,  0.11086443, -0.86434591])]"
"[array([ 0.10227156, -0.07942465, -0.29892421]), array([-0.25274724,  0.09513173, -0.96284411])]"
"[array([ 0.09748775, -0.10427836, -0.31235237]), array([-0.35774157,  0.08118648, -0.93028475])]"
"[array([ 0.06609711, -0.11075801, -0.33073764]), array([-0.45498135,  0.09242287, -0.88569181])]"
"[array([ 0.0363737 , -0.13555524, -0.34344438]), array([-0.50841619,  0.07333221, -0.85798331])]"
"[array([ 0.03312278, -0.12211093, -0.34317262]), array([-0.97247433,  0.05829459, -0.22560011])]"
"[array([ 0.03973016, -0.10280401, -0.36034334]), array([-0.98951853, -0.11145144,  0.09182401])]"
"[array([ 0.04082015, -0.10103738, -0.35862413]), array([-0.89809294, -0.22781841,  0.37620186])]"
