0.042074136435985565,-0.33983325958251953,-0.13044210523366928,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.03245121240615845,-0.34708622097969055,-0.13508617877960205,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.010278426110744476,-0.3363036811351776,-0.11868897080421448,0.0,0.01,0.02,0.03,0.04,0.05,0.06
-0.02574249356985092,-0.20836058259010315,-0.031204748898744583,0.01,0.01,0.02,0.03,0.04,0.05,0.06
-0.01862546056509018,-0.09802970290184021,-0.07206491008400917,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.0064365193247795105,0.4457985647022724,0.038849422708153725,0.0,0.01,0.02,0.03,0.04,0.05,0.06
-0.025612689554691315,0.1167401671409607,-0.08220495656132698,0.01,0.01,0.02,0.03,0.04,0.05,0.06
-0.022543974220752716,0.09312309324741364,-0.12091529369354248,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.06461456418037415,0.4132840787060559,0.02664607297629118,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.059301912784576416,0.27275415509939194,-0.011905957013368607,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.04169519990682602,0.0847078263759613,-0.08290049433708191,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.05801159143447876,-0.06517021358013153,-0.05762451887130737,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.08415789902210236,-0.09504342079162598,-0.0687405988574028,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.08017310500144958,-0.09472505748271942,-0.07432889938354492,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.03883970528841019,-0.06883098185062408,-0.1310829259455204,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.0773712694644928,0.4159769823309034,0.01606149785220623,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.07837002724409103,0.4301875992678106,0.05411964195081964,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.08688362687826157,0.4531685411930084,0.06946530455024913,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.12393638491630554,0.44764772802591324,0.06331170862540603,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.11660784482955933,0.45490825548768044,0.07897115597006632,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.1119670569896698,0.4723674636334181,0.10880598984658718,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.06990031152963638,0.4578658901154995,0.10763446427881718,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.06536910682916641,0.44859786331653595,0.12280986364930868,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.06496007740497589,0.43198153283447027,0.12197440833551809,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.06653182953596115,0.46333411894738674,0.1585587002336979,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.06923630833625793,0.4645235799252987,0.14656051062047482,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.05612412095069885,0.4582111118361354,0.07681241258978844,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.042821504175662994,0.45488739013671875,0.05272921919822693,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.05082283914089203,0.46375702787190676,0.09623441845178604,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.05423595756292343,0.4563731253147125,0.11042232811450958,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.05918799340724945,0.4519107472151518,0.08737732097506523,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.05673258751630783,0.44892037101089954,0.07226041331887245,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.0644562840461731,0.4498637686483562,0.1049017533659935,0.01,0.01,0.02,0.03,0.04,0.05,0.06
0.06773227453231812,0.46442407462745905,0.12314159423112869,0.01,0.01,0.02,0.03,0.04,0.05,0.06
